Attendance,Study_Hours,Previous_CGPA,Internal_Marks,Midsem_Marks,Backlogs,Assignment_Completion,Class_Participation,Age,Sex,Extra_Curricular,Late_Night_Entry,Endsem_Marks
94.55922412472692,5.58134158128215,5.735630162346868,9.912507552633507,10.570873730172178,4,70.553233700204,1,22,0,1,3,19.652746860981782
55.52679889600101,7.640930002129815,4.3721492521166985,10.034434887111734,6.597383714983582,0,52.699857846015995,5,19,2,1,1,36.84441842495858
79.75133706123893,6.1935130593629895,9.148468433349663,14.534134948177547,28.731353245419733,3,83.27965163345368,5,19,0,1,5,26.8400212695044
58.70266456536466,2.3213391280015614,5.8821858284194155,7.446470092274303,11.526743993342606,0,96.24019545798028,5,22,2,0,3,35.19400943222265
71.20408127066865,0.009430425274903342,5.1742804895695915,16.498300555095966,20.964917117264793,1,63.6161261436841,5,22,1,1,3,25.616119167694876
72.80261676059678,7.571505803074392,7.096370934165862,13.73046379667952,25.71095006859306,3,59.3476842056036,1,25,1,0,2,26.117068529602626
51.091267331531625,9.852073259110938,9.461363195694684,18.724169432712664,12.506918763679657,5,50.553093616162556,2,23,1,0,2,17.737981293766367
98.17507766587352,8.099131203060905,4.261279467060252,10.47260980651285,20.885835341423217,5,63.42378565524972,5,18,1,0,1,22.398454333049695
86.50796940166687,4.602066181566153,8.594824528185327,19.740724881006884,7.697506028730623,1,73.57804543192341,1,21,0,1,2,35.155843841641584
96.36993649385136,9.037672613991067,7.434839367632254,13.637414700710348,29.24828610939152,0,62.37816477958435,2,24,2,0,3,40.510402919466294
93.68964102565893,4.0984767311835,6.552694699310901,19.601029342813007,6.4539568762656465,2,77.38457310993309,2,22,2,0,2,34.476578327441345
75.8739987286651,5.249340842434675,8.46448266463036,5.40590981070673,15.954366846024408,4,79.74540489719276,5,23,1,0,3,22.086118776805947
95.312454101387,4.771297673956832,9.794946546649793,15.91964483618582,18.42048105150058,4,45.86977372088472,1,20,1,1,5,13.508146153908902
45.30955012311517,4.476238726655249,5.375237266976146,17.249322864391043,24.7620444665841,2,81.86696236057674,3,21,1,0,2,25.88258536609329
51.75897174514871,7.751907692939057,4.8618841904327175,5.797599300147313,8.02821292681053,2,94.01905185470031,1,22,2,1,1,29.0708097608069
42.71363733463228,5.26768907269492,9.477290471336183,13.684544960243686,16.020199346379414,2,41.5751289165705,2,23,0,1,4,18.93827188348866
59.519819845795865,3.1671712202521607,8.013718464743821,17.029134403841724,12.492789238586308,1,73.08113263593157,4,19,1,1,3,29.89327135968032
63.320637381368925,2.581581676584783,6.627916129371796,13.415580878346091,12.800267892333501,3,76.23246242521596,5,19,1,0,1,27.466041027816857
56.28094190643375,0.37747316967433386,7.4395574215856985,5.957203856082,24.46969790163127,2,82.58892010422193,2,19,2,1,3,22.173461299606412
89.72425054911577,5.83195161883046,8.473683431057465,15.401708613474671,5.136523625795829,1,63.146119827947025,3,20,0,1,3,36.22032632166608
61.40519960161536,2.2996141540103423,8.638191392234303,5.908953720099629,23.727091033399155,5,89.12261901141126,3,18,1,0,5,8.813215128204085
56.85607058124285,1.481339220163831,9.519365084913787,17.262033425246578,25.259960753077657,0,72.39378797417106,3,21,0,1,3,33.00671394417757
72.56176498949492,6.538299638276777,6.561056733373736,5.645512749600416,27.534056096051724,0,64.53619609383401,3,18,1,1,4,32.778292907645096
48.45545349848576,6.812092578215489,5.76046546011637,7.060960715155562,20.67204508076209,2,83.15540174419405,1,18,2,1,4,20.246829990801697
88.13181884524238,7.52154892257666,7.837985600739051,9.126613857849026,13.33638320680603,0,95.64253189631722,2,18,0,0,4,39.826733976779195
44.47303862078625,5.035768963385915,6.494367395677182,14.500471883912,15.680868313721767,2,88.72009862664808,3,19,2,0,1,28.112126159052462
99.21321619603104,8.940546052038865,7.5675907236938675,19.64538649446959,29.24340205718573,0,95.83988667930365,2,24,1,1,5,42.5878240223125
86.33468615779944,9.363427533982279,6.519914790735701,6.767342789299017,27.029670660896304,0,55.956085721812556,2,21,2,0,1,42.182722595322915
51.92294089205035,8.073709397924894,4.917974720069047,7.140615038208776,16.588147727486053,3,47.11077825320248,4,25,1,1,1,25.93218426676146
40.331327027416144,6.355934820081872,6.81656050995375,10.533055950514704,28.57657517777306,3,72.06097300953115,1,19,1,1,4,16.857131795222188
88.92768570729005,3.0372095359118867,8.145506931646196,17.543287066329803,25.573871885161473,0,42.66582549052054,4,24,1,1,1,43.00475351043458
82.41144063085703,9.829449216202212,8.795702846005899,12.008464291262213,27.52724654149487,3,80.47538613527536,5,18,1,0,3,31.016191198217225
83.74043008245924,2.7413616719193836,6.959957660779281,9.824159003837325,22.074430864398025,2,54.400091395933266,5,25,2,1,2,32.176406708798616
86.27622080115674,2.0265692199043106,4.991427341262406,13.41805748313292,26.441351086549876,4,67.2610053044873,5,23,1,1,3,22.48801852681692
44.442679104045425,4.421541137865828,6.48812625789659,8.907847961686251,27.294153533358145,2,79.33371043235908,4,23,1,0,1,29.0405050150463
61.507943712656356,0.5684057071238846,8.717763573050188,11.017398608712814,7.300414613516786,3,68.98571820228797,2,22,1,1,5,13.357976998137866
46.95214357150778,9.784944646717907,6.477155623702437,9.989077238480629,29.130424416516462,1,54.163723633992774,5,24,2,0,3,32.20582279133956
91.78620555253562,5.884335564164248,8.179184761625333,17.06211533621969,13.340327469101583,0,92.82223119976538,5,20,2,1,1,47.498964310197074
77.39788760965348,5.5695209166417525,7.043282090068539,18.863835896570013,15.997487739583885,3,85.87211926240285,4,24,1,1,5,21.54612478011782
59.85388149115895,6.557962798997199,5.44733875065638,16.393582882353677,24.797593979820384,5,76.06434961416713,2,23,1,0,4,11.197667304169174
43.81350101716142,4.970236477772066,8.776903048138447,11.586253640449751,21.622407639312442,5,81.91241581650395,5,23,1,0,2,15.784712032377989
58.65893930293973,0.3206351709454158,4.505280724424122,12.565024662449957,27.326497810901433,3,64.91955385767633,1,23,1,1,1,20.759562234967348
59.51099932160482,6.123112888403968,7.149341696530904,6.876105408941536,15.014343769419304,3,62.5535257851014,5,20,2,0,3,23.09698255372004
83.77637070028385,7.161738769564306,5.25334620546043,16.202970667018064,14.332204091903964,5,49.60669454370987,4,23,0,0,2,18.38626041943242
78.25344828131279,4.1674906062405315,4.402393771248254,13.94713519092566,5.792221238532992,2,88.21548924698429,4,24,0,1,4,25.221268017317012
93.23276455457959,7.57295572071193,7.017603622499493,18.536599942061546,16.56813441674145,0,62.862654710872846,1,18,2,1,4,34.26620075459806
68.33289550971696,2.2700129933842064,6.997372935609541,8.009167153627299,23.10176925822772,4,81.53943847006462,2,19,0,1,2,19.610703978998853
47.1756547562981,2.2127659106618403,8.241405410054325,16.395891828989182,12.529467940655401,5,57.9965194792553,1,21,2,1,1,15.268149417234577
82.7946872333797,1.6141698768757395,8.468504158311429,15.270074925787846,16.568162841846036,5,87.75935560759828,5,19,0,1,1,25.242211707564504
85.64710291701385,3.7199475978916183,8.366748932157382,8.987683007146282,10.48494421213195,5,46.314604679974344,4,21,2,0,5,13.289619254966023
73.67663185416978,8.470120353890835,6.4573523975005305,15.010679593112377,24.31969514678652,3,77.50085196010545,2,25,0,0,5,18.722680475544625
86.25803079727366,8.279120621490643,7.790138723359375,18.865600708649744,6.512789033528677,1,88.4556826864882,5,22,0,0,1,45.55303191238206
69.62773578186344,3.828242079635038,7.461671455863762,18.776539815006785,22.634576375012458,5,79.61501475919106,1,21,2,1,3,16.364129609072283
71.36396976291965,5.891187359802366,6.529370536701517,15.79439861774212,14.473500293624587,0,81.76694840050601,5,21,1,0,4,33.869048342603506
65.65246110151298,7.208163164749156,7.58327616511596,5.721096688010902,6.03990173467802,4,71.55933732506465,1,22,0,1,5,12.394072929975717
41.52514760464571,2.41206774628023,9.683487260237575,18.083965059802424,26.336739682294645,5,73.54191982652594,3,20,0,0,2,15.515764926797198
46.473485619598264,1.6814108589474708,5.157362462088264,14.8666791050681,17.19304657952913,1,43.953606332178104,3,21,0,1,2,20.496833428013336
41.885751141204054,9.72095993212311,9.434632574713158,9.656513797741017,19.982974240403227,5,55.04818882033473,4,22,1,1,1,18.46650504888724
78.18462467582683,6.175573132096185,4.32073308389919,7.80875542558549,23.300767288111423,4,83.31572480222104,2,21,0,1,2,22.591512590213835
58.8613588645796,9.81415721833664,5.850335277409964,6.743057944959757,21.37686082502972,4,96.7252853234599,4,19,2,0,2,24.222683037624485
70.51424146988217,3.377559871322291,5.728871491669169,5.753553488866415,23.27142177036529,5,72.50685745557641,5,25,0,0,1,17.94685362158313
94.45398843556558,7.030316999741315,7.758190647285434,16.311548719261346,24.057042114446443,0,83.53547993546371,3,22,0,1,3,41.1231975258018
54.9575337489325,2.2260363654123774,4.787349710663742,8.537644984149129,19.728788264115273,2,81.0147922368597,4,18,0,0,1,25.887719939685645
64.62297538213778,2.6120017127391293,9.294085671038523,5.363794040648826,14.140945772693918,1,99.9630592639717,1,23,0,0,4,29.655277051596173
85.33306831258292,5.119021212696239,8.971308450790247,10.95905977762984,11.078553742908566,5,87.70026634111119,2,24,0,1,5,14.419821466867145
53.72788992949735,3.1961812550807123,7.912394918111667,12.239106208885083,27.57258091631968,3,77.65884002711033,3,21,1,0,3,20.476772923844457
44.61879458972758,1.6762156384058446,6.750482990753186,7.538453463501904,29.248121115955506,4,46.90955894280758,2,21,0,0,3,8.681940761489335
57.38508717482608,2.62880701989326,9.59773625285247,5.660725042438247,13.941568877455222,1,61.759720359796844,2,19,1,0,2,31.842809365438228
49.67327723524026,0.3574839446586464,8.984479328323335,7.836882246471033,7.8077682268075055,0,55.041937332453365,3,19,0,0,5,23.37457477730282
95.78185914055439,7.044236214774866,6.9958908884874695,15.186541427548615,10.563433177910781,1,91.22053799490796,1,18,1,0,5,29.721991938609214
88.48722277386501,4.921166570858616,8.211240126725867,6.233655158768096,21.766683649679738,3,66.77038083577595,1,22,0,0,3,24.806609161839894
78.00422539062541,0.9424306640452562,7.401579713078108,13.325555458354907,9.323334248958268,3,72.11798001718063,1,23,0,1,4,22.21487593958748
92.28763541126307,1.716939931284912,7.527653430329587,7.1961798186225,24.503056826524702,0,97.88939798136329,2,18,2,0,4,36.60938008433925
88.22032461394687,1.0253453811264401,5.985856416624827,7.935337603706291,28.075755996867837,1,90.20102809902801,1,24,0,1,2,35.83312239466832
51.19420353316215,6.125928082758765,6.7725076277493805,10.89616824900048,29.09128787697118,5,87.38921561440638,5,18,2,0,2,14.877340385476646
93.55353990939867,0.942103636124938,4.468728584738465,6.51238004080597,5.233137649372267,2,48.533179265703836,5,20,1,0,4,22.666872149042373
72.36053451493905,7.542823330352161,6.144092149987555,7.5980525417331926,28.953854123860417,2,41.36610534020316,1,23,0,1,5,16.585898550933138
88.44640930984374,0.20510919320391174,8.174971092172912,10.23428617177031,23.504860478240442,5,47.53290135152578,1,18,2,1,4,9.655755476929855
93.7654779954096,2.4937578799589213,9.719296183037118,9.945035082475503,7.101255806595057,4,84.41699983686152,3,21,1,1,3,23.41025891275431
59.08020849831183,8.906666758919071,9.77838467657812,16.23907228513598,15.38101171946816,5,64.6430678656047,3,18,1,1,1,24.71857510027731
46.60311547166061,7.18531318122246,7.33433721474935,6.121734576896365,22.501136864487727,4,47.04817518274861,4,24,2,1,1,21.634458472717206
53.6761097525165,0.7296833292568772,7.639733510857493,17.90676103499515,28.917137316526233,1,84.34117021322588,2,24,0,1,1,30.42197903183356
65.62646731757538,8.211261044851797,5.114327113005805,17.243482561091824,9.103534840284814,5,51.675041970028616,2,23,2,1,5,6.383079444820839
89.08088595534959,4.930351215402048,8.171848648561184,16.489874595379078,8.19333204817385,4,75.34259857907287,3,25,2,1,4,21.59915536074317
91.64383499538062,8.467830271688292,4.423952756046317,9.640585436946989,16.808676331546963,3,84.49256924714823,5,19,1,0,3,30.456904710395012
40.41712783187144,6.007397744503934,5.708114114796667,17.343226783111813,29.20247234346223,0,76.48363749073002,4,19,2,1,3,32.37845758164884
70.64483815465394,6.818330320328587,8.010180083712653,7.742031204339212,29.284480381450262,4,99.61819245037157,3,23,1,0,2,27.419878985660045
65.04466018892674,9.935015603957082,5.861860789260936,6.866138087825424,10.697868526322733,5,66.04976323381456,4,25,2,0,5,14.913792757458253
53.326468628243816,2.3233554592401817,4.299081244686726,5.67434500234231,12.983678699286434,2,58.70830525659777,2,21,2,1,3,19.72571437675642
47.19192204002097,6.239455747613883,8.991222456105783,19.089655445083636,27.70079964111636,5,52.0718008059951,2,20,0,0,2,13.074639180026672
60.25691028421768,4.603213900573984,5.861980042807378,9.620163465579104,23.371037271301603,3,70.22677787053705,2,18,0,1,5,12.91969209382488
96.57458223475115,0.39451952922691436,4.37863134915207,18.76426820266859,29.307910716440457,2,91.14879641508219,5,22,0,1,3,27.60240712863968
59.39217592124531,0.14470641502865034,4.448728987017191,9.089203422789947,27.328709075388858,4,96.81491139573501,3,19,1,0,4,10.5557158020703
71.12743730460197,1.1922857781785867,5.510552792732522,18.613489390045245,10.377401257843584,5,98.32329237635327,4,21,0,1,3,17.02454097880711
82.18113753371067,6.490917405385481,5.068095683329157,18.558935792691322,23.993171485317085,4,71.88270030857886,3,22,0,0,5,18.544251949592184
61.81777614275764,5.671630879133922,8.645800706680905,18.855140675160694,6.214130789002915,3,76.31562073277132,2,23,1,0,2,25.81766471683383
98.30692496325764,5.534295611637274,5.930104280002206,12.442301589262907,25.44581946853685,2,74.89238588093015,2,25,2,0,5,28.973659976117922
97.74683769652668,0.31856762528260085,8.828174710238995,17.98919430198338,20.0389190611152,0,67.95834372111784,3,18,1,0,1,42.51498233308538
55.10693774952185,4.69302996360007,5.043075986938916,19.2614884425098,28.902524065911543,0,49.13438885900427,1,18,0,1,3,28.173748732329713
69.83491035354312,9.246228178425286,6.9572750772645024,9.869254128457692,29.000811386726962,3,43.92752120593482,1,18,1,1,1,23.06261445136945
58.052698589006184,3.975918693106466,8.128222801318772,11.283116085238326,6.270377725608881,5,66.1982737418574,3,22,1,0,4,12.42125879424111
57.090429662648056,6.249224697884563,7.911945123195129,15.78860281003616,9.013037138894196,4,51.1700617166601,2,25,0,0,2,17.146926413333055
42.213216841271965,7.798186756231436,7.606776459581613,9.505397325849513,17.10517618296729,5,93.19910470489955,4,25,2,1,4,14.684034902657114
76.57386003879381,7.839252791418875,9.548929611587019,16.307139633689886,26.98733812365373,3,85.70199669195763,1,24,0,0,5,24.96068511778038
70.16074139373168,5.192800823952713,5.371150886240466,6.1083821782030086,25.361128557401408,2,77.1044022386555,3,18,1,0,3,26.781148710089337
43.08872507499936,8.579519454023362,6.962315226772632,12.852475764328133,29.10925065879447,0,42.84471850565073,5,20,0,0,2,33.807665206139625
56.71878785419669,3.9137809336374696,9.303955300434453,6.834702261256178,20.45210292778352,4,77.33472485040149,3,25,2,1,1,24.114593608351697
94.49595315799922,8.886932147847983,4.467362593570942,9.399852146550145,11.414087989040514,2,77.26415192326328,2,25,1,0,1,36.91685373975079
54.37371344001835,2.402271663955453,4.3353296095184515,8.87938088729708,5.627665987629433,0,66.35267546372812,3,25,2,1,5,26.735777114446677
48.693692325473386,2.8021640699057104,5.399813725349748,17.58398110343999,10.573162268013723,0,79.46517945292206,1,24,0,0,1,33.21532808637464
69.36716561665378,0.531206241990011,7.798127317228111,7.902758831092962,21.881829948840615,1,91.47487185989311,1,24,0,1,5,24.693921421050565
99.13902724663603,7.955818365422829,5.559277758698841,17.126718802386783,28.15687058357533,4,85.47921123388448,3,22,1,1,2,24.4706851118553
54.523316290690026,4.170552362327056,5.141439302852794,16.90940518861883,13.02259168270662,3,68.40605217515667,4,19,0,1,4,17.341613352323854
80.32813284435272,2.29116613911399,6.752813892149753,12.483245833358449,26.892608257232386,1,55.737069900366464,3,23,2,0,3,27.562811419249687
85.69717691972306,2.3179027761657967,7.681588412616469,8.507648833941944,14.872456208528913,0,68.6702377878529,4,20,1,0,4,33.417496261656204
54.25825263954398,9.013999412292332,5.491346242100443,8.40344509934334,12.706781234213757,4,96.75825016073955,1,25,2,0,4,17.124385456372362
83.69298091671158,8.33916600461037,5.804147120342453,11.973869706737716,17.721106070145453,4,89.19919354037974,5,24,2,1,3,21.823375751903672
62.06698796315519,5.535308853571833,7.6813558288690835,5.132135110902745,16.056837310240383,1,41.622381385089774,4,21,1,1,2,31.33734762708303
77.93834983561476,6.161108004157211,9.674430531936716,12.970261319170493,27.844996712925454,2,86.97779506064653,3,18,2,0,5,27.535832039128852
78.01178264565368,4.74325570550291,8.048450364628529,19.291692886505828,16.706423685203163,2,50.23345827470654,2,21,1,0,1,32.49804758032928
72.14648104448551,3.9166654287880887,8.69742486150736,7.320603227938948,11.933384680576888,3,74.26667998226627,2,19,1,0,3,22.392789796436357
45.4173862032645,9.154768812183315,6.200860568532812,13.600184322134051,26.064139437547592,4,88.39105226679762,3,21,2,1,4,18.07797263630522
90.11814973535428,1.2561270352030207,5.633526156306797,19.42668032966685,29.96873779148917,5,73.67730537749196,1,24,2,0,3,15.17871062876522
59.24680389830415,4.184467897162279,6.725606459215735,17.907832092374,21.204285479533098,1,64.23164356127467,1,19,1,1,2,27.37934438461718
51.19111062399125,3.445619079878753,8.842796972270042,17.755701745720103,11.261534223408965,0,59.276058206790694,1,21,0,1,3,26.814727650686997
42.44650849328583,4.981507202511484,6.737797850743335,17.327748955942837,10.970376925329482,2,58.30601443534812,3,19,0,1,1,24.913332039432575
75.4535765912945,4.576318745451751,9.080352452739167,9.635354090842785,6.442667405381496,1,90.24565026658155,2,25,2,1,4,33.12825917095334
80.65386171053694,5.1888953165108145,9.932631884170762,18.359252469002186,6.932325962852122,3,89.50305387997645,5,22,0,1,1,35.88101999507113
40.99526973567137,1.399189772269941,4.432159994382018,19.120105268497568,27.87457737956906,3,89.40259889841516,2,24,0,0,1,16.439907702475413
70.72558349795686,5.131415015132771,4.272460936502222,12.43688634948559,7.4121776762387634,5,56.963740742983305,1,22,1,1,1,15.237493111270538
53.58974651187628,2.4241881388721085,4.897538217480171,10.318565708891882,17.108596206919472,4,87.93506627294641,3,25,1,1,1,20.54400159722299
78.71036742456698,1.8433134898819126,6.306218054406077,11.213435234087843,22.453044492329457,3,42.19809049475599,3,25,0,0,3,23.256058667367668
50.46198574029948,0.6483421878619122,4.7862532548725945,10.013096627468983,26.258869569340078,3,52.38737572088125,5,23,2,1,3,18.022664259814924
81.45626428614796,7.626525587561409,9.223986865712536,8.186276630368102,9.281773756343181,5,70.87017935629945,2,23,0,0,4,16.624892956885514
63.20412077803225,4.274419208565599,4.138877506162383,14.27672705379334,15.94446697813392,5,64.40476975591375,1,21,1,0,5,5.136621211054699
96.20379932420407,6.2664368331175835,5.894756298014935,13.438953293679843,11.287004875344437,2,46.71329541062746,5,25,0,1,5,21.827937265050675
48.25125664875959,7.275933433047434,5.108167776965232,11.938776065589135,11.39557724916504,2,42.503227591503524,1,20,0,0,1,18.82206048152106
60.46398106301551,6.793166653135535,9.589235980945194,6.437680800272476,12.595982687166897,3,76.67026817103458,2,25,2,1,2,25.91655927620185
46.80841127443534,4.705007190896823,8.016886029340167,16.95339447059,19.677905360461683,5,58.808877028685984,5,20,0,0,1,19.45791134139596
95.48161709671376,3.8789852895172983,9.472181538708247,7.624003441261838,5.414436792139705,4,40.95770381570009,1,22,1,1,2,23.233648917511562
92.64036120285886,3.759599096406637,9.83397226186236,6.718430650940722,15.219157157888198,2,65.85367781544284,4,18,1,0,2,32.97838331454513
55.47649766290934,6.400487969300563,6.982589462064215,14.346070932244212,9.670753380819814,2,58.40602696840483,3,25,2,0,1,30.792338216509325
79.59904276205074,4.947943549418734,5.4059146482881575,10.979665418565848,29.17796271281587,5,74.59644099532619,2,25,2,1,4,16.378797420392775
89.03333201207295,8.491322479885106,5.162372717179536,5.897127130284942,19.568228981257757,3,95.78883760744266,3,18,0,0,2,28.191894126196317
73.31204869596775,8.747019843267122,5.337513170115043,10.333525324415874,26.702386720758067,4,58.47198016519829,1,20,0,0,1,22.77757037109514
71.77903470136039,1.7056037800651846,8.251559845732018,16.57670528427444,9.8922496692403,3,99.82819109706286,5,24,2,1,1,30.465068750412094
54.5111374540271,1.3623365154572564,4.242674368738005,14.228738078256464,25.250392483094696,0,45.16269083911092,1,21,2,0,1,29.342925961764927
45.586166068353954,6.3040092603599955,4.308166438196289,10.441790344804952,15.369561532630833,0,45.29668980402569,4,25,1,1,2,28.860661630168238
93.83294547719962,3.012257480622794,7.6488576542989,7.877071874518821,9.44236722123506,5,82.7775961602704,4,20,1,1,3,25.914355442334667
94.02508342979982,0.1857071876509886,7.852342880424439,14.476934312071599,24.03113005970582,4,84.91790861219336,2,23,0,1,2,24.106195860560174
77.98608743639608,8.88642669362955,7.99157754593476,18.31332951419533,24.050277440382025,0,65.37227172037109,3,22,0,0,3,38.33459966997492
60.34178746292204,2.2690076724380823,6.231283027531547,14.694090770238708,29.897197671601525,5,57.162855797066136,1,21,2,1,3,9.599641264252387
60.95257447675965,9.292806516858091,8.835669332284919,17.193557819753362,24.5234315449541,4,87.64012434359762,4,22,0,0,4,18.42980357738954
83.55734073221436,7.174344508782537,7.201747526359705,12.822917578315565,8.631681198178196,0,97.37433668258413,5,20,2,0,5,36.798681257236716
93.82661559715463,7.6265348991148425,4.632793780056517,15.769566601115432,13.063618544643205,1,99.39411359807468,1,20,2,0,1,37.33381316270879
93.22518545590704,2.014614957931604,8.78259584240407,18.443401606675287,16.29317293227865,2,78.06724481116626,2,22,0,1,1,38.91747610005514
86.79253275145743,2.341944256168129,9.718406717622749,16.597684673879826,8.166320142744876,5,84.40688391702675,5,21,0,1,2,25.56980571279372
78.52189876925726,5.212677538240658,4.3602178780141525,18.647809300972185,24.70097436119535,3,89.33479570295545,3,21,0,1,5,17.894039139954124
